CountyGeo,Students Enrolled,Total Days Lost,All Student Days Lost per 100 Students,Black Students,Black Days Lost,Black Days Lost per 100 Students,Latino Students,Latino Days Lost,Latino Days Lost per 100 Students,White Students Enrolled,White Days Lost,White Days Lost per 100 Students,SWD Enrolled,SWD Days Lost,SWD Days Lost per 100 Students,SWoD Enrolled,SWoD Days Lost,SWoD Days Lost per 100 Students,Native American Students Enrolled,Native American Days Lost,Native American Days Lost per 100 Students,Pac. Islander Students Enrolled,Pac. Islander Days Lost,Pac. Islander Lost per 100 Students,Asian Students Enrolled,Asian Days Lost,Asian Days Lost per 100 Students,Law Enforcement,LEO-to-Student Ratio,Counselors,Counselor-to-Student Ratio,Teachers,Teacher-to-Student Ratio,Nurses,Nurse-to-Student Ratio,Psychologists,Psych-to-Student Ratio,Social Workers,SW-to-Student Ratio,Non-matching,Remove from CNC Map,CNC Students Enrolled,Percent of Schools w Cops and No Counselors,Number of Schools,SOC Enrolled,Number of CNC SCHOOLS,Security Guards,MTW Status,,,
19177,923,45,5,2,0,0,12,0,0,886,45,5,103,13,13,827,32,4,2,0,0,0,0,0,6,0,0,0,0,3,369,69,13,0,0,0,0,0,0,Matching,1,443,47.1%,5,56,3,0,Matching and updated,,,
48435,923,1,0,6,0,0,646,0,0,253,1,0,80,1,1,837,0,0,0,0,0,0,0,0,6,0,0,4,231,4,231,99,9,3,312,0,0,0,0,Matching,1,,0.0%,3,73,,0,Matching and updated,,,
31147,919,14,2,6,0,0,25,0,0,769,14,2,141,6,4,770,8,1,34,0,0,2,0,0,4,0,0,0,0,3,306,69,13,0,0,0,0,0,0,Matching,1,,0.0%,5,323,,0,Matching and updated,,,
46033,918,79,9,8,0,0,55,8,15,776,64,8,84,25,30,823,54,7,49,4,8,0,0,0,4,0,0,0,0,5,184,76,12,3,245,0,0,0,0,Matching,1,,0.0%,4,4,,0,Matching and updated,,,
17175,917,103,11,11,1,9,25,0,0,842,87,10,128,30,23,791,73,9,4,0,0,0,0,0,12,0,0,3,306,2,459,81,11,0,0,0,0,0,0,Matching,1,,0.0%,7,110,,0,Matching and updated,,,
8121,916,62,7,13,0,0,119,7,6,752,47,6,94,24,26,850,38,4,4,0,0,2,0,0,6,0,0,0,0,2,375,104,9,2,464,0,0,1,927,Matching,1,,0.0%,5,511,,1,Matching and updated,,,
21143,915,41,4,27,15,56,21,0,0,819,26,3,72,13,18,840,28,3,2,0,0,2,0,0,13,0,0,3,305,3,366,62,15,5,185,0,0,0,0,Matching,,,0.0%,6,31,,0,Matching and updated,,,
17155,914,65,7,10,0,0,103,3,3,775,62,8,110,14,13,789,51,6,0,0,0,6,0,0,8,0,0,0,0,1,914,70,13,4,264,0,0,0,0,Matching,1,,0.0%,4,37,,0,Matching and updated,,,
31029,908,66,7,2,0,0,180,36,20,720,30,4,106,11,10,799,55,7,2,0,0,0,0,0,2,0,0,0,0,5,202,98,9,4,231,0,0,0,0,Matching,1,,0.0%,4,670,,0,Matching and updated,,,
31133,908,10,1,12,5,42,16,0,0,856,5,1,176,2,1,720,8,1,8,0,0,0,0,0,4,0,0,0,0,4,227,100,9,3,332,1,1660,0,0,Matching,1,,0.0%,5,54,,0,Matching and updated,,,
8019,907,131,14,6,3,50,77,7,9,761,116,15,77,25,32,816,106,13,10,3,30,4,0,0,12,0,0,1,907,2,454,66,14,0,0,0,0,0,0,Matching,1,,0.0%,3,51,,0,Matching and updated,,,
46039,906,29,3,10,0,0,38,0,0,842,27,3,101,11,11,809,18,2,12,2,17,2,0,0,2,0,0,0,0,5,181,76,12,1,918,0,0,0,0,Matching,,,0.0%,5,142,,0,Matching and updated,,,
20181,905,17,2,19,5,26,177,1,1,693,11,2,105,11,10,788,6,1,2,0,0,4,0,0,6,0,0,0,0,2,453,70,13,7,141,3,287,3,270,Matching,1,363,39.6%,5,75,1,0,Matching and updated,,,
19133,905,39,4,16,5,31,21,0,0,809,30,4,102,25,25,795,14,2,15,0,0,6,0,0,8,0,0,0,0,4,259,74,12,0,0,0,0,0,0,Matching,1,,0.0%,11,164,,0,Matching and updated,,,
41063,904,68,8,10,0,0,32,1,3,810,67,8,101,16,16,792,52,7,4,0,0,2,0,0,8,0,0,0,0,0,3348,63,14,2,548,0,0,0,0,Matching,1,,0.0%,3,96,,0,Matching and updated,,,
48383,904,7,1,7,0,0,747,6,1,132,1,1,42,0,0,858,7,1,4,0,0,0,0,0,4,0,0,0,0,5,181,71,13,0,10720,0,0,5,214,Matching,1,,0.0%,6,202,,0,Matching and updated,,,
28125,898,495,55,870,487,56,10,0,0,10,8,80,39,52,133,859,443,52,4,0,0,0,0,0,4,0,0,0,0,3,299,53,17,1,914,0,0,2,457,Matching,1,,0.0%,4,139,,0,Matching and updated,,,
51157,896,41,5,23,0,0,44,0,0,782,41,5,110,6,5,775,35,5,2,0,0,0,0,0,7,0,0,1,896,3,299,80,11,1,907,1,907,1,907,Matching,1,,0.0%,5,146,,0,Matching and updated,,,
8023,894,615,69,4,0,0,529,326,62,340,142,42,53,9,17,840,606,72,2,0,0,2,0,0,0,0,0,0,0,3,298,67,13,1,905,1,905,0,0,Matching,1,,0.0%,3,212,,0,Matching and updated,,,
48359,893,55,6,35,2,6,206,3,1,614,50,8,77,18,23,806,37,5,6,0,0,0,0,0,4,0,0,0,0,6,149,115,8,0,0,0,0,1,904,Matching,1,,0.0%,7,94,,0,Matching and updated,,,
5129,892,120,13,4,0,0,21,2,10,846,112,13,93,42,45,796,78,10,9,0,0,0,0,0,2,0,0,1,2154,3,327,66,13,1,904,0,0,0,0,Matching,,,0.0%,3,772,,0,Matching and updated,,,
20185,892,102,11,10,0,0,246,40,16,618,62,10,160,9,6,730,93,13,2,0,0,0,0,0,0,0,0,0,0,3,297,99,9,0,0,0,0,1,998,Matching,1,,0.0%,3,888,,0,Matching and updated,,,
13053,890,879,99,267,415,155,105,45,43,462,328,71,133,141,106,755,738,98,4,0,0,4,0,0,9,0,0,3,297,4,254,57,16,3,308,2,506,0,0,Matching,,,0.0%,11,61,,0,Matching and updated,,,
20163,888,15,2,14,0,0,21,0,0,833,15,2,159,6,4,714,9,1,4,0,0,0,0,0,6,0,0,0,0,4,211,100,9,2,548,0,0,0,0,Matching,1,,0.0%,3,45,,0,Matching and updated,,,
5039,884,513,58,539,365,68,32,10,31,305,138,45,192,47,24,688,466,68,2,0,0,0,0,0,2,0,0,2,694,2,442,69,13,1,888,0,0,0,0,Matching,1,,0.0%,3,202,,0,Matching and updated,,,
48461,884,11,1,9,0,0,581,11,2,284,0,0,45,0,0,828,11,1,6,0,0,0,0,0,0,0,0,0,0,2,465,79,11,2,448,1,896,1,896,Matching,1,,0.0%,2,114,,0,Matching and updated,,,
54093,884,131,15,8,0,0,8,0,0,852,131,15,135,20,15,749,111,15,2,0,0,0,0,0,4,0,0,0,0,3,354,82,11,2,511,0,0,0,0,Matching,1,,0.0%,4,554,,0,Matching and updated,,,
2068,883,0,0,46,0,0,71,0,0,577,0,0,50,0,0,831,0,0,47,0,0,7,0,0,19,0,0,0,0,0,0,28,32,3,297,1,666,0,0,Matching,1,,0.0%,6,274,,0,Matching and updated,,,
45065,882,234,27,697,192,28,6,0,0,166,40,24,116,98,84,768,136,18,0,0,0,0,0,0,4,0,0,2,441,4,221,83,11,1,890,0,0,1,890,Matching,1,,0.0%,3,428,,0,Matching and updated,,,
31059,880,26,3,11,0,0,33,0,0,803,26,3,107,14,13,764,12,2,10,0,0,0,0,0,2,0,0,0,0,4,220,97,9,1,982,0,0,0,0,Matching,1,,0.0%,5,600,,0,Matching and updated,,,
16015,878,61,7,12,10,83,41,2,5,775,45,6,59,15,25,833,46,6,14,0,0,2,0,0,12,0,0,4,251,4,251,80,11,1,893,0,0,0,0,Matching,1,,0.0%,3,32,,0,Matching and updated,,,
31143,878,33,4,14,0,0,38,0,0,814,33,4,136,17,13,731,16,2,4,0,0,0,0,0,0,0,0,0,0,6,140,114,8,1,883,0,0,0,0,Matching,1,,0.0%,4,306,,0,Matching and updated,,,
31123,877,95,11,9,0,0,178,36,20,670,57,9,110,14,13,758,81,11,10,2,20,0,0,0,4,0,0,2,439,6,146,80,11,2,441,0,0,0,0,Matching,1,,0.0%,4,716,,0,Matching and updated,,,
20137,876,36,4,15,0,0,21,0,0,813,36,4,142,35,25,742,1,0,9,0,0,4,0,0,4,0,0,0,0,2,438,74,12,2,358,0,0,0,0,Matching,1,,0.0%,4,226,,0,Matching and updated,,,
31169,876,12,1,14,0,0,28,0,0,818,12,1,179,3,2,703,9,1,0,0,0,0,0,0,8,0,0,0,0,3,319,80,11,0,0,3,293,1,878,Matching,1,,0.0%,6,103,,1,Matching and updated,,,
19185,873,29,3,6,0,0,9,0,0,838,28,3,74,0,0,799,29,4,4,0,0,2,0,0,4,1,25,0,0,2,426,103,8,3,292,1,1096,0,0,Matching,,,0.0%,4,207,,0,Matching and updated,,,
54021,872,200,23,2,0,0,4,0,0,856,200,23,81,42,52,791,158,20,0,0,0,0,0,0,6,0,0,0,0,3,268,63,14,2,381,0,0,0,0,Matching,1,,0.0%,8,58,,0,Matching and updated,,,
17171,872,115,13,0,0,0,4,0,0,848,110,13,121,44,36,761,71,9,2,0,0,0,0,0,4,0,0,2,436,2,396,73,12,2,396,0,2907,2,396,Matching,1,444,50.9%,5,24,1,0,Matching and updated,,,
19001,871,25,3,8,0,0,25,0,0,800,25,3,83,10,12,793,15,2,6,0,0,0,0,0,8,0,0,0,0,5,187,78,11,2,388,2,388,0,0,Matching,1,,0.0%,4,16,,0,Matching and updated,,,
30057,871,32,4,12,0,0,30,0,0,766,32,4,77,9,12,812,23,3,19,0,0,2,0,0,16,0,0,0,0,13,65,86,10,0,0,0,3003,4,218,Matching,,,0.0%,13,105,,0,Matching and updated,,,
29087,870,64,7,12,5,42,4,0,0,840,59,7,90,22,24,808,42,5,0,0,0,2,0,0,6,0,0,0,0,4,230,95,9,7,268,0,0,1,1876,Matching,,,0.0%,16,114,,0,Matching and updated,,,
48295,864,34,4,6,0,0,416,6,1,410,28,7,73,3,4,785,31,4,10,0,0,0,0,0,4,0,0,0,0,4,247,91,9,0,0,0,0,0,0,Matching,1,,0.0%,5,454,,0,Matching and updated,,,
51043,862,21,2,29,6,21,74,0,0,677,5,1,99,3,3,750,18,2,0,0,0,0,0,0,8,0,0,20,43,3,287,64,13,0,0,0,0,0,0,Matching,1,,0.0%,8,66,,0,Matching and updated,,,
30015,856,87,10,4,0,0,10,0,0,774,77,10,70,52,74,785,35,4,34,5,15,0,0,0,6,0,0,0,0,6,146,108,8,2,431,1,1724,1,1724,Matching,1,,0.0%,2,185,,11,Matching and updated,,,
20093,853,100,12,11,0,0,381,10,3,432,90,21,80,0,0,758,100,13,6,0,0,0,0,0,6,0,0,4,244,3,284,78,11,0,0,1,856,0,0,Matching,,,0.0%,15,82,,0,Matching and updated,,,
38021,846,9,1,12,0,0,52,1,2,764,8,1,82,0,0,771,9,1,8,0,0,0,0,0,8,0,0,2,423,3,264,67,13,1,998,1,720,0,0,Matching,1,,0.0%,10,78,,0,Matching and updated,,,
51181,842,738,88,498,598,120,14,0,0,291,115,40,118,158,134,713,580,81,4,3,75,6,3,50,2,0,0,1,842,3,281,79,11,3,301,2,466,0,0,Matching,1,205,24.0%,6,421,3,0,Matching and updated,,,
51720,841,145,17,62,18,29,17,4,24,698,108,15,120,69,58,711,76,11,0,0,0,0,0,0,8,0,0,0,0,2,421,64,13,0,0,0,0,0,0,Matching,1,,0.0%,5,82,,0,Matching and updated,,,
46031,841,461,55,6,0,0,8,0,0,112,36,32,169,248,147,674,213,32,690,425,62,0,0,0,0,0,0,2,400,4,210,83,10,2,421,1,842,1,842,Matching,1,,0.0%,3,551,,3,Matching and updated,,,
21189,835,332,40,4,5,125,10,0,0,815,327,40,94,40,43,735,292,40,0,0,0,0,0,0,0,0,0,2,527,2,418,44,19,1,1480,3,342,0,8880,Matching,1,,0.0%,8,55,,0,Matching and updated,,,
13101,835,29,3,20,0,0,374,3,1,410,19,5,55,3,5,771,26,3,14,0,0,0,0,0,2,0,0,1,835,2,418,61,14,2,359,0,0,1,849,Matching,1,91,10.8%,9,729,1,3,Matching and updated,,,
38049,834,5,1,8,0,0,27,0,0,775,5,1,82,5,6,757,0,0,16,0,0,0,0,0,0,0,0,0,0,4,222,99,8,0,1903,0,0,1,761,Matching,1,,0.0%,3,95,,0,Matching and updated,,,
48105,830,5,1,6,0,0,624,2,0,186,3,2,48,2,4,767,3,0,8,0,0,0,0,0,4,0,0,0,0,3,277,72,12,0,2095,0,2146,0,0,Matching,1,,0.0%,9,77,,0,Matching and updated,,,
31093,830,28,3,4,2,50,36,12,33,776,14,2,117,16,14,706,12,2,6,0,0,0,0,0,4,0,0,1,1842,4,208,73,11,1,499,0,1745,0,0,Matching,1,,0.0%,6,83,,0,Matching and updated,,,
21105,829,97,12,68,10,15,26,0,0,686,77,11,114,19,17,708,78,11,0,0,0,0,0,0,2,0,0,1,829,2,415,56,15,1,835,0,0,0,0,Matching,1,,0.0%,2,425,,0,Matching and updated,,,
20167,829,13,2,15,4,27,41,0,0,715,9,1,150,0,0,668,13,2,10,0,0,0,0,0,8,0,0,0,0,3,276,67,12,0,0,0,3336,0,0,Matching,1,,0.0%,7,59,,0,Matching and updated,,,
13289,828,491,59,522,383,73,6,0,0,279,103,37,111,107,96,714,384,54,0,0,0,2,0,0,4,0,0,1,890,3,276,56,15,1,830,0,0,0,0,Matching,1,,0.0%,3,644,,0,Matching and updated,,,
31023,828,122,15,4,8,200,52,17,33,746,95,13,114,19,17,709,103,15,6,2,33,0,0,0,10,0,0,0,0,2,376,80,10,1,829,0,0,0,0,Matching,1,,0.0%,2,143,,0,Matching and updated,,,
55078,828,115,14,0,0,0,51,0,0,4,0,0,177,65,37,651,50,8,759,115,15,0,0,0,0,0,0,2,414,4,207,95,9,1,828,0,0,0,0,Matching,1,,0.0%,3,549,,0,Matching and updated,,,
20123,824,11,1,6,0,0,32,0,0,770,11,1,157,0,0,658,11,2,0,0,0,0,0,0,8,0,0,0,0,3,275,73,11,1,583,2,502,0,0,Matching,1,,0.0%,5,82,,0,Matching and updated,,,
8073,823,3,0,12,0,0,76,0,0,697,3,0,120,1,1,702,2,0,12,0,0,6,0,0,6,0,0,0,0,3,297,80,10,1,828,2,414,3,276,Matching,1,,0.0%,3,824,,0,Matching and updated,,,
29179,823,308,37,22,0,0,13,0,0,780,308,39,75,8,11,758,300,40,4,0,0,0,0,0,4,0,0,0,0,6,150,83,10,0,0,0,0,0,0,Matching,1,,0.0%,6,63,,0,Matching and updated,,,
29005,823,39,5,99,0,0,13,0,0,703,39,6,75,16,21,780,23,3,0,0,0,0,0,0,8,0,0,0,0,5,183,102,8,0,0,0,0,0,0,Matching,1,,0.0%,7,126,,0,Matching and updated,,,
17071,812,210,26,4,0,0,19,6,32,762,196,26,114,58,51,695,152,22,2,0,0,0,0,0,0,0,0,0,0,1,812,61,13,2,366,0,2058,1,588,Matching,1,,0.0%,6,120,,0,Matching and updated,,,
20147,812,30,4,14,2,14,26,0,0,737,28,4,139,9,6,664,21,3,12,0,0,0,0,0,8,0,0,0,0,2,361,78,10,3,274,0,0,0,0,Matching,,,0.0%,6,43,,0,Matching and updated,,,
19143,811,9,1,6,0,0,135,1,1,651,5,1,67,1,1,739,8,1,0,0,0,0,0,0,10,0,0,0,0,2,403,56,14,2,447,0,0,0,0,Matching,,,0.0%,8,279,,0,Matching and updated,,,
51021,810,591,73,4,0,0,11,0,0,779,588,75,127,57,45,677,534,79,2,0,0,0,0,0,0,0,0,2,540,2,405,54,15,2,468,0,0,0,0,Matching,1,,0.0%,12,154,,0,Matching and updated,,,
46137,809,280,35,0,0,0,12,0,0,61,0,0,108,49,45,698,231,33,730,280,38,2,0,0,0,0,0,0,0,4,231,52,15,0,2619,1,1015,1,1353,Matching,1,,0.0%,3,50,,0,Matching and updated,,,
31161,807,82,10,0,0,0,57,11,19,528,30,6,98,11,11,720,71,10,134,33,25,0,0,0,2,0,0,4,229,4,225,75,11,1,819,0,0,0,0,Matching,1,,0.0%,3,160,,0,Matching and updated,,,
20081,806,26,3,2,0,0,296,12,4,500,14,3,63,3,5,741,23,3,0,0,0,0,0,0,2,0,0,5,179,3,269,74,11,2,405,0,0,0,0,Matching,1,,0.0%,2,31,,0,Matching and updated,,,
12065,805,654,81,569,571,100,77,15,19,149,63,42,136,87,64,672,567,84,0,0,0,0,0,0,4,0,0,3,268,2,403,57,14,1,809,0,0,0,0,Matching,1,,0.0%,4,748,,0,Matching and updated,,,
47095,803,267,33,222,138,62,25,0,0,552,129,23,180,80,44,620,187,30,2,0,0,0,0,0,2,0,0,3,268,1,803,85,9,1,576,0,0,0,0,Matching,1,,0.0%,5,306,,0,Matching and updated,,,
8115,801,11,1,19,0,0,165,5,3,578,6,1,126,7,6,667,4,1,15,0,0,6,0,0,8,0,0,0,0,3,267,53,15,0,0,0,0,0,0,Matching,1,4,0.5%,4,656,1,0,Matching and updated,,,
26135,801,313,39,10,8,80,12,2,17,756,298,39,126,104,83,672,209,31,10,0,0,0,0,0,2,0,0,2,401,2,433,53,15,3,268,0,0,0,0,Matching,1,590,73.5%,3,251,2,0,Matching and updated,,,
53019,800,45,6,10,0,0,21,3,14,468,35,7,69,14,20,720,31,4,206,1,0,0,0,0,10,0,0,0,0,1,1096,62,13,0,0,0,0,0,0,Matching,1,,0.0%,5,223,,0,Matching and updated,,,
48119,799,9,1,75,1,1,84,0,0,597,7,1,65,3,5,724,6,1,10,0,0,0,0,0,6,0,0,0,0,2,400,62,13,0,0,0,0,0,0,Matching,1,191,23.8%,3,45,1,0,Matching and updated,,,
40053,799,101,13,4,0,0,41,32,78,649,60,9,107,39,36,671,62,9,37,1,3,0,0,0,10,0,0,0,0,6,145,78,10,1,807,0,0,1,807,Matching,1,,0.0%,8,279,,0,Matching and updated,,,
21039,796,29,4,15,0,0,30,0,0,732,29,4,93,1,1,700,28,4,0,0,0,0,0,0,2,0,0,0,0,2,398,59,13,0,0,0,0,0,0,Matching,1,,0.0%,10,332,,0,Matching and updated,,,
56011,793,26,3,4,0,0,17,0,0,745,26,3,87,0,0,720,26,4,10,0,0,0,0,0,0,0,0,0,0,3,264,70,11,2,400,0,0,0,0,Matching,,,0.0%,7,150,,0,Matching and updated,,,
18115,791,30,4,6,0,0,11,0,0,750,30,4,81,1,1,701,29,4,2,0,0,0,0,0,8,0,0,2,339,2,396,47,17,0,0,0,0,0,0,Matching,1,,0.0%,3,64,,2,Matching and updated,,,
17059,785,68,9,0,0,0,13,1,8,741,67,9,175,43,25,605,25,4,0,0,0,0,0,0,4,0,0,2,393,1,785,54,15,2,527,0,0,0,0,Matching,1,,0.0%,3,41,,0,Matching and updated,,,
27125,779,22,3,11,0,0,34,0,0,667,22,3,92,0,0,678,22,3,17,0,0,0,0,0,6,0,0,0,0,1,779,66,12,0,0,1,849,0,0,Matching,1,,0.0%,5,142,,0,Matching and updated,,,
48197,778,15,2,24,0,0,272,3,1,425,12,3,74,3,4,715,12,2,6,0,0,2,0,0,8,0,0,0,0,1,585,69,11,3,303,1,865,1,1211,Matching,1,,0.0%,6,188,,0,Matching and updated,,,
8055,775,44,6,19,1,5,386,23,6,335,20,6,105,7,7,660,37,6,25,0,0,2,0,0,4,0,0,0,0,4,186,63,12,1,785,0,0,1,785,Matching,1,352,44.8%,3,44,1,0,Matching and updated,,,
29173,774,32,4,20,0,0,12,0,0,730,32,4,113,13,12,658,19,3,6,0,0,2,0,0,4,0,0,0,0,3,258,57,14,1,648,0,0,0,0,Matching,1,,0.0%,5,353,,0,Matching and updated,,,
40059,771,23,3,2,0,0,262,22,8,487,1,0,109,0,0,663,23,3,8,0,0,0,0,0,0,0,0,0,0,3,257,57,14,3,258,0,0,0,0,Matching,1,,0.0%,5,440,,0,Matching and updated,,,
41069,769,37,5,28,0,0,54,0,0,607,28,5,72,2,3,702,35,5,17,5,29,9,0,0,20,0,0,0,0,1,769,40,19,2,408,3,266,0,0,Matching,,,0.0%,10,64,,0,Matching and updated,,,
31097,764,48,6,8,0,0,124,0,0,600,47,8,115,19,17,655,29,4,2,1,50,2,0,0,11,0,0,0,0,2,382,80,10,2,323,0,0,0,0,Matching,1,,0.0%,4,44,,0,Matching and updated,,,
48079,764,9,1,18,0,0,545,6,1,193,3,2,56,3,5,698,6,1,2,0,0,0,0,0,0,0,0,0,0,3,255,87,9,0,0,0,0,0,0,Matching,1,,0.0%,4,284,,0,Matching and updated,,,
38045,762,3,0,17,0,0,4,0,0,727,3,0,56,0,0,707,3,0,6,0,0,2,0,0,2,0,0,0,0,4,184,81,9,0,0,0,0,0,0,Matching,1,,0.0%,4,162,,0,Matching and updated,,,
20127,761,92,12,6,0,0,67,0,0,666,86,13,95,31,33,662,61,9,0,0,0,0,0,0,0,0,0,0,0,1,761,61,13,2,527,0,0,0,1933,Matching,1,,0.0%,9,30,,0,Matching and updated,,,
5077,759,129,17,669,114,17,21,5,24,63,10,16,123,13,11,630,116,18,2,0,0,0,0,0,4,0,0,3,253,3,253,69,11,3,253,0,0,1,759,Matching,1,,0.0%,3,696,,0,Matching and updated,,,
19159,756,8,1,12,0,0,10,0,0,718,8,1,94,8,9,660,0,0,4,0,0,4,0,0,6,0,0,0,0,2,398,60,13,1,727,0,0,0,0,Matching,1,,0.0%,4,38,,0,Matching and updated,,,
55051,756,32,4,6,0,0,15,0,0,702,23,3,112,18,16,639,14,2,18,1,6,0,0,0,6,0,0,0,0,3,252,65,12,0,0,0,1680,0,0,Matching,1,,0.0%,3,54,,0,Matching and updated,,,
31175,754,0,0,4,0,0,20,0,0,728,0,0,64,0,0,690,0,0,2,0,0,0,0,0,0,0,0,0,0,3,251,53,14,2,377,0,0,0,0,Matching,1,,0.0%,5,26,,0,Matching and updated,,,
47175,754,0,0,0,0,0,2,0,0,752,0,0,136,0,0,618,0,0,0,0,0,0,0,0,0,0,0,2,377,2,377,59,13,1,754,1,754,0,0,Matching,1,,0.0%,2,2,,0,Matching and updated,,,
30065,751,35,5,17,0,0,37,0,0,633,32,5,83,3,4,667,32,5,27,3,11,2,0,0,2,0,0,0,0,4,189,52,14,2,501,0,2503,0,0,Matching,1,,0.0%,6,118,,0,Matching and updated,,,
29035,745,353,47,2,0,0,6,0,0,723,353,49,139,172,124,607,181,30,0,0,0,0,0,0,0,0,0,1,745,2,373,54,14,2,426,0,0,0,0,Matching,1,,0.0%,3,22,,0.25,Matching and updated,,,
26119,744,339,46,6,0,0,15,14,93,693,289,42,92,119,129,668,220,33,6,23,383,2,0,0,6,0,0,0,0,0,0,45,16,1,833,2,242,0,0,Matching,1,,0.0%,4,68,,0,Matching and updated,,,
20157,744,29,4,2,0,0,23,0,0,683,29,4,127,15,12,608,14,2,0,0,0,0,0,0,4,0,0,0,0,4,213,65,11,0,0,0,0,0,0,Matching,1,,0.0%,5,61,,0,Matching and updated,,,
51595,743,"1,579",213,517,"1,491",288,22,26,118,190,57,,94,273,290,648,"1,306",202,2,0,0,0,0,,10,0,0,1,743,2,,55,14,3,306,0,0,0,0,Matching,1,,0.0%,5,571,,0,Matching and updated,,,
26001,743,262,35,6,0,0,17,0,0,698,262,38,67,96,143,676,166,25,8,0,0,0,0,0,2,0,0,0,0,0,0,74,10,0,0,0,0,0,0,Matching,1,,0.0%,2,45,,0,Matching and updated,,,
46053,741,62,8,8,0,0,8,0,0,573,14,2,92,6,7,645,56,9,138,48,35,4,0,0,6,0,0,0,0,2,494,69,11,1,,0,,0,,Matching,,,,,,,,Non-matching,,,
30101,738,100,14,6,0,0,32,1,3,626,94,15,27,6,22,730,94,13,41,5,12,0,0,0,2,0,0,1,784,4,180,69,11,0,0,0,0,0,0,Matching,1,,0.0%,2,14,,0,Matching and updated,,,
40045,737,3,0,8,0,0,93,0,0,594,3,1,131,3,2,590,0,0,22,0,0,0,0,0,4,0,0,0,0,431,2,74,10,0,0,0,0,0,0,Matching,1,,0.0%,9,168,,0,Matching and updated,,,
20007,735,11,1,8,0,0,43,0,0,655,11,2,143,6,4,583,5,1,4,0,0,0,0,0,12,0,0,0,0,2,368,70,10,2,457,0,0,0,0,Matching,1,,0.0%,5,51,,0,Matching and updated,,,
29203,734,34,5,0,0,0,4,0,0,730,34,5,113,6,5,621,28,5,0,0,0,0,0,0,0,0,0,3,311,4,193,62,12,0,0,0,0,0,0,Matching,,,0.0%,6,143,,0,Matching and updated,,,
26095,733,652,89,14,30,214,6,0,0,620,513,83,55,242,440,669,410,61,71,108,152,8,1,13,0,0,0,0,0,2,489,43,17,0,0,1,1050,1,735,Matching,1,,0.0%,4,80,,0,Matching and updated,,,
46037,726,13,2,0,0,0,15,0,0,582,4,1,75,3,4,638,10,2,104,9,9,2,0,0,2,0,0,0,0,2,363,52,14,1,647,0,0,0,0,Matching,1,,0.0%,3,122,,1,Matching and updated,,,
51036,725,435,60,422,288,68,8,0,0,230,140,61,88,98,111,628,337,54,44,5,11,6,1,17,2,0,0,1,725,2,363,60,12,2,588,1,2255,0,0,Matching,1,,0.0%,11,220,,0,Matching and updated,,,
38041,725,0,0,6,0,0,14,0,0,658,0,0,102,0,0,620,0,0,25,0,0,8,0,0,4,0,0,0,0,4,207,104,7,0,0,0,0,0,0,Matching,1,,0.0%,2,113,,0,Matching and updated,,,
29171,718,154,21,6,0,0,16,0,0,672,154,23,90,119,132,628,35,6,0,0,0,2,0,0,4,0,0,0,0,2,322,56,13,1,726,0,0,0,0,Matching,1,,0.0%,6,144,,0,Matching and updated,,,
48333,716,4,1,4,0,0,208,0,0,490,4,1,64,0,0,651,4,1,4,0,0,2,0,0,6,0,0,0,441,2,358,69,10,0,0,0,0,0,0,Matching,1,,0.0%,4,67,,0,Matching and updated,,,
29137,715,36,5,10,0,0,11,0,0,670,36,5,88,13,15,635,23,4,4,0,0,6,0,0,6,0,0,0,0,3,238,74,10,2,363,1,725,1,725,Matching,1,,0.0%,2,495,,0,Matching and updated,,,
51097,713,431,60,252,198,79,36,4,11,384,229,60,90,90,100,614,341,56,6,0,0,4,0,0,2,0,0,1,1426,3,238,57,13,4,233,2,424,3,301,Matching,1,,0.0%,5,451,,0,Matching and updated,,,
56017,711,78,11,12,0,0,20,3,15,656,73,11,112,24,21,606,54,9,13,2,15,0,0,0,10,0,0,0,0,2,356,62,11,1,718,0,0,1,718,Matching,1,,0.0%,3,46,,0,Matching and updated,,,
16061,707,24,3,4,0,0,44,0,0,518,22,4,65,7,11,622,17,3,79,1,1,0,0,0,6,0,0,3,236,1,1088,59,12,1,483,0,0,0,0,Matching,1,,0.0%,3,285,,0,Matching and updated,,,
48191,707,7,1,50,3,6,344,4,1,299,0,0,52,3,6,645,4,1,0,0,0,0,0,0,2,0,0,0,0,1,744,69,10,1,530,0,0,0,0,Matching,1,,0.0%,7,45,,0,Matching and updated,,,
40023,706,108,15,26,0,0,27,0,0,342,104,30,221,52,24,484,56,12,303,4,1,0,0,0,4,0,0,0,706,5,146,64,11,3,238,1,1080,0,0,Matching,1,,0.0%,3,329,,0,Matching and updated,,,
30077,705,39,6,10,0,0,7,0,0,642,39,6,85,1,1,612,38,6,15,0,0,0,0,0,6,0,0,0,0,3,259,63,11,2,399,1,711,0,2091,Matching,1,,0.0%,4,55,,0,Matching and updated,,,
20201,698,17,2,10,0,0,65,8,12,615,9,1,123,2,2,565,15,3,0,0,0,0,0,0,2,0,0,1,836,3,233,72,10,0,1473,0,1473,0,0,Matching,1,340,48.1%,5,189,2,0.5,Matching and updated,,,
20129,697,59,8,8,0,0,192,19,10,462,40,9,59,5,8,633,54,9,15,0,0,2,0,0,8,0,0,0,0,4,188,64,11,1,488,0,0,0,0,Matching,1,,0.0%,5,408,,0,Matching and updated,,,
