CountyGeo,Students Enrolled,Total Days Lost,All Student Days Lost per 100 Students,Black Students,Black Days Lost,Black Days Lost per 100 Students,Latino Students,Latino Days Lost,Latino Days Lost per 100 Students,White Students Enrolled,White Days Lost,White Days Lost per 100 Students,SWD Enrolled,SWD Days Lost,SWD Days Lost per 100 Students,SWoD Enrolled,SWoD Days Lost,SWoD Days Lost per 100 Students,Native American Students Enrolled,Native American Days Lost,Native American Days Lost per 100 Students,Pac. Islander Students Enrolled,Pac. Islander Days Lost,Pac. Islander Lost per 100 Students,Asian Students Enrolled,Asian Days Lost,Asian Days Lost per 100 Students,Law Enforcement,LEO-to-Student Ratio,Counselors,Counselor-to-Student Ratio,Teachers,Teacher-to-Student Ratio,Nurses,Nurse-to-Student Ratio,Psychologists,Psych-to-Student Ratio,Social Workers,SW-to-Student Ratio,Non-matching,Remove from CNC Map,CNC Students Enrolled,Percent of Schools w Cops and No Counselors,Number of Schools,SOC Enrolled,Number of CNC SCHOOLS,Security Guards,MTW Status,,,
25009,"103,965","13,109",13,"3,916",881,22,"32,625","8,091",25,"60,373","3,663",6,"16,512","4,210",25,"86,802","8,899",10,232,12,5,97,11,11,"4,280",136,3,26,4161,308,338,"8,111",13,206,499,254,405,142,723,Matching,,476,0.5%,188,33661,2,164.7,Matching and updated,,,
26081,"103,688","55,146",53,"14,444","28,798",199,"18,984","10,383",55,"61,097","11,446",19,"11,792","11,995",102,"91,307","43,151",47,412,197,48,153,10,7,"3,558",454,13,26,4070,130,799,"5,658",18,30,3337,1,75844,11,9101,Matching,,60,0.1%,167,53574,1,137,Matching and updated,,,
34025,"102,685","7,700",7,"9,475","3,161",33,"14,842","1,432",10,"69,024","2,867",4,"15,266","2,791",18,"86,919","4,909",6,150,5,3,214,0,0,"6,370",89,1,40,2476,342,301,"9,306",11,130,697,2,47706,3,30214,Matching,,235,0.3%,148,56962,1,18,Matching and updated,,,
12103,"102,629","12,975",13,"19,080","6,394",34,"16,293","1,504",9,"57,928","4,317",7,"12,591","2,441",19,"89,667","10,534",12,307,12,4,326,24,7,"4,332",122,3,40,2563,203,506,"6,320",16,237,438,115,906,92,1136,Matching,,2557,2.5%,207,43592,6,148.5,Matching and updated,,,
48061,"101,913","11,408",11,264,16,6,"98,155","11,152",11,"2,614",203,8,"9,182","2,476",27,"92,581","8,932",10,71,4,6,44,0,0,606,1,0,148,766,305,334,"6,737",15,203,495,154,653,48,2080,Matching,,763,0.8%,184,28582,2,15.4,Matching and updated,,,
12105,"101,475","46,487",46,"21,196","18,401",87,"32,170","11,467",36,"42,811","14,688",34,"11,071","7,498",68,"90,067","38,989",43,485,210,43,183,60,33,"1,656",116,7,35,2904,208,488,"5,970",17,225,471,168,630,203,523,Matching,,6440,6.1%,231,56030,17,138.02,Matching and updated,,,
25021,"100,235","6,261",6,"7,775","1,768",23,"5,814",578,10,"71,653","3,478",5,"14,847","2,075",14,"84,744","4,186",5,245,3,1,180,4,2,"11,092",246,2,29,3452,367,273,"7,917",13,166,579,74,1294,27,3597,Matching,,109,0.1%,160,27695,1,6,Matching and updated,,,
21111,"100,114","50,397",50,"36,245","34,688",96,"9,386","2,032",22,"46,540","11,673",25,"11,087","7,522",68,"88,766","42,875",48,192,113,59,178,10,6,"3,701",323,9,5,20098,259,387,"6,180",16,99,956,2,51218,113,838,Matching,,218,0.2%,177,74154,1,19,Matching and updated,,,
20091,"96,048","10,383",11,"5,851","1,714",29,"11,961","2,133",18,"68,353","5,295",8,"10,437","1,159",11,"84,903","9,224",11,435,56,13,151,0,0,"5,040",231,5,42,2450,205,469,"6,315",15,11,8482,21,4588,11,8750,Matching,,1276,1.4%,173,45461,1,34.01,Matching and updated,,,
6081,"95,216","8,201",9,"1,757",560,32,"36,073","5,010",14,"26,919","1,146",4,"8,929","1,866",21,"85,654","6,335",7,228,43,19,"1,919",355,18,"21,759",674,3,26,4204,145,655,"4,571",21,128,944,104,1156,190,633,Matching,,5664,4.7%,170,68679,9,71.8,Matching and updated,,,
35001,"94,753","19,566",21,"2,379","1,019",43,"62,720","14,725",23,"20,599","2,229",11,"13,418","5,650",42,"80,803","13,916",17,"3,992",839,21,173,9,5,"2,047",93,5,2,47006,223,425,"6,197",15,32,2889,52,1787,68,1357,Matching,,2011,2.2%,201,71022,4,6.3,Matching and updated,,,
41051,"94,061","10,763",11,"7,876","2,308",29,"20,879","2,850",14,"48,600","4,099",8,"11,802","3,055",26,"81,622","7,708",9,775,128,17,"1,108",140,13,"7,419",225,3,19,4666,267,352,"5,234",18,18,5435,60,1577,0,0,Matching,,512,0.5%,171,68297,5,31.5,Matching and updated,,,
34039,"93,513","16,952",18,"19,939","8,275",42,"33,808","7,134",21,"32,646","1,368",4,"12,130","4,120",34,"81,014","12,832",16,101,9,9,282,9,3,"5,154",111,2,13,7194,272,344,"7,850",12,0,0,0,0,3,28364,Matching,,1638,1.8%,113,52093,2,96,Matching and updated,,,
8031,"92,026","7,544",8,"12,234","2,251",18,"51,646","4,117",8,"21,004",732,3,"9,006","2,150",24,"82,424","5,394",7,672,77,11,254,10,4,"3,015",52,2,22,4618,118,782,"6,043",15,21,2145,39,1144,15,2968,Matching,,938,2.1%,85,9209,2,0,Matching and updated,,,
27123,"90,849","23,236",26,"18,543","14,250",77,"10,854","2,332",21,"34,076","3,542",10,"11,500","9,345",81,"78,777","13,891",18,895,509,57,202,3,1,"22,114","1,025",5,39,2656,222,409,"6,007",15,84,1047,47,1861,40,2165,Matching,,188,0.2%,90,59250,1,51.6,Matching and updated,,,
12071,"90,765","19,373",21,"13,205","7,467",57,"34,583","6,163",18,"38,672","5,050",13,"11,174","4,940",44,"79,368","14,433",18,224,7,3,116,8,7,"1,539",30,2,40,2269,137,663,"5,116",18,12,7163,2,42978,19,4524,Matching,,429,0.5%,165,59610,2,98.5,Matching and updated,,,
1073,"90,641","41,403",46,"49,043","35,916",73,"5,984",572,10,"33,679","4,748",14,"10,126","4,191",41,"80,281","37,212",46,292,32,11,112,0,0,"1,062",40,4,75,1350,205,442,"5,586",16,7,11769,56,1542,89,968,Matching,,4362,5.0%,162,28814,14,72.84,Matching and updated,,,
51153,"87,489","13,420",15,"18,096","5,422",30,"28,146","4,069",14,"28,239","2,570",9,"9,684","4,021",42,"77,523","9,399",12,256,29,11,239,25,10,"7,104",326,5,28,3158,226,388,"5,523",16,129,658,90,940,118,719,Matching,,1143,1.3%,155,41193,2,33.76,Matching and updated,,,
41067,"86,906","6,585",8,"1,925",327,17,"24,276","2,663",11,"45,702","2,875",6,"10,956","2,158",20,"75,427","4,427",6,457,48,11,828,100,12,"8,299",211,3,72,1206,191,456,"4,569",19,109,791,69,1254,19,4652,Matching,,,0.0%,129,18125,,42.49,Matching and updated,,,
34031,"86,742","22,997",27,"9,878","7,539",76,"46,260","12,576",27,"25,523","2,463",10,"12,382","6,553",53,"71,216","16,017",22,173,93,54,165,4,2,"4,066",226,6,32,2825,244,355,"7,715",11,17,5195,47,1867,19,4503,Matching,,7631,8.8%,129,41204,13,26,Matching and updated,,,
44007,"86,539","17,683",20,"10,411","3,151",30,"30,128","7,782",26,"37,950","5,285",14,"12,420","4,482",36,"73,452","13,201",18,651,294,45,191,0,0,"3,173",182,6,36,2431,205,422,"6,947",12,11,5151,54,1041,12,4499,Matching,,4793,8.5%,105,36750,11,32.29,Matching and updated,,,
42017,"86,534","7,097",8,"4,649","1,670",36,"5,686",756,13,"68,409","4,069",6,"14,247","2,665",19,"71,765","4,432",6,174,0,0,81,2,2,"4,941",142,3,17,5359,236,367,"6,047",14,139,567,106,742,142,555,Matching,,5877,7.5%,116,66539,11,345,Matching and updated,,,
8059,"86,500","14,659",17,"1,043",432,41,"21,211","5,879",28,"57,686","7,578",13,"7,474","3,374",45,"78,639","11,285",14,597,147,25,211,10,5,"2,704",102,4,51,1709,163,531,"5,063",17,177,1105,216,905,266,734,Matching,,36584,18.7%,350,142867,98,11.83,Matching and updated,,,
45045,"86,453","29,318",34,"20,006","15,127",76,"11,108","2,766",25,"49,094","9,889",20,"10,624","8,294",78,"75,584","21,024",28,361,103,29,196,30,15,"1,964",71,4,61,1477,226,383,"5,253",16,190,493,84,1113,116,806,Matching,,,0.0%,171,60867,,235.35,Matching and updated,,,
47037,"85,956","36,142",42,"35,923","25,939",72,"18,614","4,297",23,"26,346","5,215",20,"10,361","8,269",80,"75,241","27,873",37,157,39,25,125,6,5,"3,500",298,9,68,1287,263,327,"5,469",16,108,838,76,1200,166,546,Matching,,8436,9.3%,203,56773,23,37.25,Matching and updated,,,
20173,"84,929","28,049",33,"10,308","9,446",92,"20,317","6,609",33,"43,736","8,267",19,"10,801","5,190",48,"73,511","22,859",31,"1,162",515,44,235,23,10,"3,292",291,9,24,3740,177,480,"5,517",15,118,686,26,3097,55,1480,Matching,,3963,4.9%,125,48480,9,43,Matching and updated,,,
42029,"81,865","9,976",12,"5,735","3,670",64,"9,293","2,247",24,"58,676","3,536",6,"11,941","4,241",36,"69,552","5,735",8,121,9,7,90,0,0,"5,754",120,2,8,10069,242,338,"5,977",14,154,528,198,410,223,365,Matching,,20457,25.1%,210,72970,60,333.23,Matching and updated,,,
11001,"81,375","41,759",51,"57,143","39,524",69,"12,654","1,813",14,"8,405",178,2,"10,816","12,437",115,"70,295","29,322",42,194,36,19,137,28,20,"1,234",34,3,154,530,235,347,"6,692",12,163,532,101,853,132,658,Matching,,1230,1.4%,182,48589,4,17,Matching and updated,,,
10003,"81,230","37,961",47,"26,846","27,040",101,"13,336","4,306",32,"34,495","5,873",17,"11,941","9,529",80,"69,009","28,432",41,266,61,23,417,17,4,"4,079",143,4,34,2572,188,432,"5,615",14,143,533,93,819,93,821,Matching,,142,0.2%,118,20820,1,62.58,Matching and updated,,,
18089,"80,820","30,532",38,"24,741","16,848",68,"19,889","6,807",34,"32,340","5,047",16,"9,745","4,879",50,"70,884","25,653",36,214,35,16,37,0,0,"1,033",56,5,104,775,129,627,"4,432",18,109,754,69,1195,6,13782,Matching,,,0.0%,107,23189,,23.5,Matching and updated,,,
24003,"80,132","14,596",18,"16,455","7,593",46,"10,334","1,384",13,"45,074","4,383",10,"6,720","2,863",43,"73,036","11,733",16,302,50,17,225,26,12,"2,924",96,3,31,2585,216,371,"6,002",13,179,485,96,904,131,661,Matching,,1493,1.7%,160,61219,3,154.25,Matching and updated,,,
34007,"79,647","27,119",34,"19,952","15,266",77,"17,902","8,001",45,"34,370","3,055",9,"12,511","7,709",62,"66,860","19,410",29,172,23,13,169,6,4,"5,176",256,5,39,1961,265,301,"6,747",12,118,679,61,1324,0,0,Matching,,,0.0%,122,35058,,0,Matching and updated,,,
53011,"79,039","14,952",19,"1,493","1,165",78,"13,531","3,327",25,"53,889","8,455",16,"8,824","5,450",62,"69,741","9,502",14,426,131,31,"1,035",418,40,"3,328",205,6,45,1774,184,429,"4,093",19,11,7309,38,2067,3,26289,Matching,,6169,7.8%,97,12916,9,0,Matching and updated,,,
37081,"78,871","26,951",34,"31,942","19,856",62,"10,985","2,399",22,"27,434","3,191",12,"10,043","8,321",83,"68,396","18,630",27,387,120,31,180,21,12,"4,757",323,7,45,1742,227,348,"5,869",13,48,1644,69,1146,0,0,Matching,,3826,4.8%,125,25150,7,29.59,Matching and updated,,,
49011,"78,866",549,1,987,24,2,"7,641",96,1,"65,950",416,1,"9,909",167,2,"68,436",382,1,401,5,1,903,0,0,"1,071",0,0,87,919,127,622,"3,229",24,159,512,104,781,23,3462,Matching,,6096,7.5%,129,46735,11,15,Matching and updated,,,
34017,"78,764","11,963",15,"11,330","2,297",20,"46,064","7,606",17,"12,225","1,689",14,"9,855","3,544",36,"68,643","8,419",12,159,2,1,284,10,4,"8,035",341,4,93,936,196,403,"6,700",12,7,11267,41,1917,74,1062,Matching,,,0.0%,134,51437,,0,Matching and updated,,,
31153,"77,387","32,583",42,"14,241","17,426",122,"19,639","5,923",30,"35,696","6,708",19,"12,318","11,901",97,"64,534","20,682",32,680,443,65,181,15,8,"3,194",202,6,32,2890,218,355,"5,476",14,124,697,32,2672,31,2771,Matching,,196,0.2%,121,37359,2,16.1,Matching and updated,,,
25005,"76,811","13,346",17,"4,393","1,787",41,"10,459","3,019",29,"53,641","7,535",14,"11,880","3,550",30,"64,463","9,796",15,259,70,27,135,9,7,"1,767",118,7,33,2234,231,333,"5,382",14,165,483,93,853,101,788,Matching,,371,0.5%,154,45277,2,136.5,Matching and updated,,,
6053,"76,319","10,734",14,"1,074",415,39,"58,919","8,789",15,"10,988","1,124",10,"7,180","2,142",30,"68,866","8,592",12,198,10,5,400,20,5,"2,724",129,5,10,7836,93,823,"3,550",21,121,622,2,30465,12,6465,Matching,,693,0.9%,125,27204,1,25.5,Matching and updated,,,
25025,"76,264","17,560",23,"24,474","9,738",40,"32,435","6,462",20,"11,915",790,7,"14,194","6,473",46,"61,564","11,087",18,300,36,12,200,11,6,"5,086",173,3,69,1097,199,383,"5,917",13,26,2864,44,1710,44,1712,Matching,,150,0.2%,155,17561,3,4.41,Matching and updated,,,
51107,"76,253","4,512",6,"5,116",910,18,"12,551","1,265",10,"39,437","2,000",5,"8,177","1,646",20,"67,828","2,866",4,359,28,8,106,8,8,"14,732",205,1,30,2511,175,436,"5,688",13,42,1816,0,0,0,0,Matching,,,0.0%,86,36816,,15,Matching and updated,,,
39113,"76,153","41,238",54,"21,752","28,200",130,"2,549",596,23,"45,902","10,533",23,"10,540","9,249",88,"65,312","31,989",49,170,23,14,124,2,2,"1,631",25,2,59,1277,162,471,"4,689",16,94,806,61,1244,25,3077,Matching,,5456,7.2%,150,30251,13,14.43,Matching and updated,,,
34029,"76,124","10,572",14,"4,278","2,809",66,"12,589","3,052",24,"55,304","4,522",8,"13,033","3,450",26,"62,808","7,122",11,120,0,0,177,3,2,"2,049",48,2,38,1265,222,343,"6,251",12,28,2775,37,2044,4,19080,Matching,,4656,6.1%,133,65331,14,29.55,Matching and updated,,,
19153,"75,249","7,298",10,"7,603","1,807",24,"11,135","1,177",11,"48,045","3,445",7,"8,751","1,899",22,"66,067","5,399",8,282,36,13,146,19,13,"4,222",172,4,30,2537,167,452,"5,162",15,30,2380,82,878,5,13292,Matching,,1708,2.4%,144,24900,6,56.08,Matching and updated,,,
53063,"74,706","24,095",32,"1,590","1,463",92,"6,431","2,807",44,"57,145","14,902",26,"10,202","8,325",82,"64,051","15,770",25,967,416,43,803,614,76,"1,335",243,18,20,3713,183,408,"4,234",18,67,1073,87,824,96,745,Matching,,193,0.3%,142,24762,2,26.77,Matching and updated,,,
8123,"73,742","12,366",17,868,354,41,"28,995","7,113",25,"40,456","4,567",11,"6,851","3,606",53,"66,570","8,760",13,366,64,17,142,40,28,"1,613",97,6,31,2535,163,453,"4,100",18,149,456,102,662,83,819,Matching,,482,0.7%,135,22912,1,34.1,Matching and updated,,,
27037,"73,543","10,369",14,"6,916","2,312",33,"8,312","2,644",32,"49,628","4,180",8,"9,325","3,129",34,"63,911","7,240",11,382,81,21,136,0,0,"4,465",154,3,24,3007,97,761,"4,620",16,0,0,0,0,1,72172,Matching,,,0.0%,102,27518,,10,Matching and updated,,,
16001,"73,133","3,104",4,"1,596",186,12,"7,695",477,6,"58,499","2,313",4,"7,230",842,12,"65,427","2,262",3,459,23,5,376,12,3,"2,001",17,1,37,2069,163,449,"3,807",19,80,917,69,1070,38,1938,Matching,,3768,5.1%,122,23915,5,13,Matching and updated,,,
42045,"72,698","20,360",28,"22,339","15,456",69,"2,921",602,21,"40,235","3,567",9,"12,368","6,212",50,"59,993","14,148",24,135,26,19,72,35,49,"4,944",200,4,3,23489,289,252,"5,357",14,120,608,81,903,44,1667,Matching,,,0.0%,106,32463,,95,Matching and updated,,,
12009,"72,172","15,308",21,"10,511","5,068",48,"9,938","2,107",21,"44,654","6,671",15,"11,396","4,382",38,"60,593","10,926",18,218,27,12,145,12,8,"1,548",52,3,27,2673,166,435,"4,169",17,2,35177,1,70354,4,17589,Matching,,12,0.0%,91,25206,1,0,Matching and updated,,,
39153,"71,645","39,104",55,"15,224","24,848",163,"1,734",854,49,"46,745","10,209",22,"9,700","10,195",105,"61,454","28,909",47,126,42,33,99,9,9,"3,763",393,10,38,1622,163,439,"4,675",15,126,545,115,596,79,867,Matching,,3386,4.9%,115,23876,8,93,Matching and updated,,,
55025,"71,639","6,597",9,"6,832","3,078",45,"8,937",780,9,"46,877","1,851",4,"7,680","2,814",37,"63,479","3,783",6,240,12,5,94,3,3,"4,244",52,1,26,2638,149,482,"5,614",13,83,838,0,0,0,0,Matching,,,0.0%,83,34827,,177.8,Matching and updated,,,
12101,"70,354","17,880",25,"4,823","2,680",56,"15,020","3,532",24,"45,148","10,448",23,"10,438","4,786",46,"59,602","13,094",22,271,106,39,159,27,17,"1,770",110,6,33,2132,156,452,"4,269",16,64,1145,39,1864,10,7299,Matching,,2504,3.4%,124,14634,7,45.5,Matching and updated,,,
51810,"69,521","9,637",14,"16,556","5,170",31,"7,601",910,12,"34,694","2,747",8,"8,780","2,758",31,"60,472","6,879",11,208,10,5,371,11,3,"3,987",116,3,28,2322,171,406,"4,843",14,81,844,0,0,3,25459,Matching,,13,0.0%,76,68208,1,180.63,Matching and updated,,,
6083,"68,980","9,534",14,860,333,39,"46,753","7,650",16,"17,213","1,292",8,"7,168","1,521",21,"61,536","8,013",13,377,24,6,399,71,18,"1,869",54,3,16,4126,93,739,"3,232",21,32,2171,76,903,29,2379,Matching,,1452,2.1%,115,51767,4,36.89,Matching and updated,,,
48479,"68,740","6,840",10,95,2,2,"67,828","6,818",10,532,14,3,"5,268","1,279",24,"63,454","5,561",9,40,4,10,8,0,0,180,2,1,102,688,174,396,"4,020",17,90,754,55,1233,22,3141,Matching,,,0.0%,114,21177,,8.27,Matching and updated,,,
36067,"68,718","28,193",41,"12,679","12,329",97,"4,513","1,983",44,"44,842","12,023",27,"9,764","7,274",74,"58,582","20,919",36,542,229,42,89,23,26,"3,203",235,7,57,1218,191,360,"5,315",13,71,955,11,6081,3,23941,Matching,,,0.0%,88,43525,,29,Matching and updated,,,
48027,"68,468","11,869",17,"17,795","5,798",33,"20,962","2,783",13,"23,043","2,359",10,"6,630","2,790",42,"61,554","9,079",15,427,65,15,842,49,6,"1,438",74,5,32,2117,168,408,"4,516",15,28,2346,48,1372,4,18213,Matching,,1959,3.0%,161,36699,6,17.93,Matching and updated,,,
48039,"68,232","5,242",8,"9,435","1,603",17,"27,430","1,809",7,"24,707","1,592",6,"5,470","1,164",21,"62,497","4,078",7,420,18,4,78,4,5,"4,386",22,1,41,1640,150,454,"4,238",16,39,1720,45,1500,5,12590,Matching,,7,0.0%,105,36573,1,0,Matching and updated,,,
42133,"68,097","13,966",21,"5,614","3,771",67,"6,917","2,793",40,"51,328","6,096",12,"9,162","4,231",46,"58,577","9,735",17,166,15,9,66,13,20,"1,188",59,5,40,1602,178,382,"4,603",15,24,2851,20,3357,69,983,Matching,,5290,7.8%,145,24130,15,76.69,Matching and updated,,,
42071,"67,875","10,340",15,"3,858","1,768",46,"12,617","3,814",30,"46,698","4,112",9,"9,671","2,729",28,"57,971","7,611",13,153,12,8,68,3,4,"2,299",118,5,19,3572,180,377,"4,785",14,5,12234,56,1181,33,2017,Matching,,2033,3.1%,85,16347,1,37.8,Matching and updated,,,
26049,"67,816","52,651",78,"17,315","34,408",199,"2,690","1,575",59,"43,686","14,131",32,"9,608","11,354",118,"57,805","41,297",71,325,163,50,76,7,9,645,65,10,38,1712,90,756,"3,433",20,150,511,54,1411,19,4043,Matching,,3375,4.4%,130,23170,9,22.25,Matching and updated,,,
34027,"67,795","2,789",4,"2,437",428,18,"11,036","1,031",9,"44,883","1,235",3,"9,332",988,11,"58,121","1,801",3,90,0,0,175,10,6,"7,902",52,1,14,4918,253,267,"6,131",11,75,912,2,34234,4,19341,Matching,,2,0.0%,105,45425,1,14.16,Matching and updated,,,
48491,"67,700","2,197",3,"3,207",303,9,"21,189",961,5,"37,294",838,2,"6,304",557,9,"61,128","1,640",3,216,14,6,144,1,1,"2,971",10,0,19,6312,134,507,"4,516",15,79,731,53,1096,7,8925,Matching,,,0.0%,86,26465,,46,Matching and updated,,,
12117,"66,805","12,659",19,"9,774","5,350",55,"16,420","2,731",17,"34,766","4,006",12,"8,572","3,234",38,"58,058","9,425",16,154,18,12,239,35,15,"3,094",51,2,63,1041,111,602,"4,019",17,135,473,90,708,82,776,Matching,,633,1.0%,117,24229,2,60,Matching and updated,,,
32031,"66,729","13,387",20,"1,534","1,112",72,"26,393","6,160",23,"30,156","4,735",16,"8,479","3,151",37,"57,879","10,236",18,"1,055",248,24,792,228,29,"2,981",197,7,36,1840,254,263,"3,675",18,0,0,0,0,0,0,Matching,,1503,2.2%,68,32039,6,36,Matching and updated,,,
8035,"66,553","3,693",6,825,152,18,"9,154",864,9,"50,206","2,405",5,"6,355",704,11,"59,844","2,989",5,312,23,7,117,11,9,"2,895",51,2,15,4300,83,803,"3,323",20,81,837,28,2433,8,8587,Matching,,1236,1.8%,115,16769,2,8.81,Matching and updated,,,
39095,"66,245","39,315",59,"16,369","23,524",144,"5,516","2,764",50,"38,684","9,471",24,"9,614","12,280",128,"56,390","27,035",48,169,19,11,48,4,8,981,19,2,53,1279,151,438,"4,093",16,86,732,9,6832,45,1404,Matching,,1015,1.6%,119,49853,2,13,Matching and updated,,,
6097,"65,566","8,607",13,"1,082",302,28,"29,398","4,189",14,"28,867","3,327",12,"7,766","2,201",28,"57,452","6,406",11,687,260,38,532,52,10,"2,475",119,5,24,2691,111,588,"3,249",20,105,605,2,31829,3,21219,Matching,,123,0.2%,116,51338,2,25.84,Matching and updated,,,
